W1,L1,W3,L3,W5,L5,W6,L6,W7,L7,IB,CC,total_area,slew_rate,total_power
20.049u,369.120n,25.392u,352.523n,11.304u,199.454n,215.259u,264.888n,38.444u,181.001n,21.520u,0.462p,8.2584307348e-11,46580086.5801,0.000324465914173
8.439u,451.914n,24.674u,329.994n,19.123u,432.965n,85.377u,497.582n,56.814u,251.978n,24.056u,1.489p,7.7033500403e-11,16155809.268,0.00015232950445
15.083u,455.241n,22.671u,408.068n,4.864u,457.939n,36.818u,477.841n,55.651u,340.194n,20.675u,2.639p,5.4870411159e-11,7834406.97234,0.000110232688423
3.725u,426.778n,23.321u,316.485n,22.136u,437.714n,270.721u,460.070n,46.613u,479.709n,10.214u,2.106p,1.65571017926e-10,4849952.51662,9.9921262788e-05
7.271u,437.909n,10.747u,508.108n,5.190u,285.284n,308.232u,320.467n,38.455u,499.763n,17.812u,0.922p,1.28121867484e-10,19318872.0174,0.000312966967062
5.229u,437.385n,8.479u,411.854n,4.722u,222.250n,195.566u,339.444n,122.954u,351.279n,21.692u,1.359p,1.16403524201e-10,15961736.571,0.000838137831864
14.387u,499.299n,8.740u,318.028n,8.779u,260.559n,69.427u,426.979n,43.024u,300.065n,19.067u,2.343p,5.4804294487e-11,8137857.44772,0.00019758012907
13.344u,202.077n,22.095u,217.203n,14.315u,396.305n,310.560u,294.417n,113.919u,234.495n,16.433u,2.648p,1.31316301273e-10,6205815.70997,0.000235083292557
19.005u,257.028n,12.220u,226.911n,23.726u,291.825n,164.826u,401.426n,41.819u,336.216n,16.750u,2.582p,9.480716829e-11,6487219.20991,0.000142242463521
12.227u,510.531n,6.594u,421.645n,20.312u,510.526n,186.184u,511.379n,30.162u,259.040n,12.887u,1.604p,1.22416145995e-10,8034289.27681,0.000169304836045
6.800u,439.631n,3.484u,306.338n,2.441u,189.791n,348.114u,351.162n,90.606u,500.807n,17.578u,0.632p,1.72140579733e-10,27813291.1392,0.000880482464153
12.462u,301.404n,17.763u,337.258n,18.446u,225.832n,93.780u,487.987n,64.942u,391.799n,21.873u,1.639p,8.5120139092e-11,13345332.5198,0.000165868534107
11.407u,223.474n,7.466u,284.557n,20.029u,390.052n,171.885u,442.894n,86.806u,418.493n,22.391u,1.834p,1.24940560536e-10,12208833.1516,0.000377033546319
9.824u,195.399n,7.033u,494.537n,5.147u,346.423n,169.233u,427.716n,47.981u,301.606n,10.962u,0.480p,9.4035736992e-11,22837500.0,0.000347758067279
6.007u,318.884n,18.322u,389.309n,13.810u,460.111n,336.806u,226.289n,86.856u,489.979n,21.901u,2.348p,1.34175697554e-10,9327512.77683,0.000505033289838
14.541u,318.769n,23.095u,517.660n,6.756u,202.418n,116.013u,432.270n,67.650u,280.543n,11.388u,1.876p,8.7085787197e-11,6070362.47335,0.000111012262019
22.264u,467.094n,14.623u,487.131n,14.526u,368.252n,324.358u,222.980n,118.031u,504.717n,13.192u,0.618p,1.54769525048e-10,21346278.3172,0.000304036468416
14.289u,493.819n,4.964u,354.954n,18.554u,319.887n,236.714u,404.646n,69.245u,514.871n,19.436u,0.647p,1.46190970384e-10,30040185.4714,0.000216416863933
19.982u,418.052n,5.892u,321.773n,19.291u,254.540n,33.052u,221.058n,31.289u,383.067n,11.516u,0.451p,3.4451925099e-11,25534368.071,8.03798861321e-05
22.402u,281.683n,16.391u,502.806n,13.575u,297.557n,188.061u,216.709n,125.036u,457.772n,11.364u,0.744p,1.16583583028e-10,15274193.5484,0.000263707326393
19.182u,276.695n,23.256u,246.714n,18.938u,507.606n,259.165u,413.997n,99.180u,281.117n,23.773u,2.045p,1.55832903267e-10,11624938.8753,0.000254865202005
4.732u,222.187n,25.051u,208.624n,3.248u,305.529n,210.136u,446.867n,21.100u,266.151n,20.390u,1.000p,1.06788616912e-10,20390000.0,0.000171333479207
6.037u,311.856n,18.369u,470.794n,20.856u,398.199n,102.247u,288.040n,111.714u,303.759n,16.062u,1.480p,8.2220886808e-11,10852702.7027,0.00022776631296
18.570u,500.500n,26.987u,320.261n,16.579u,235.530n,196.156u,449.723n,110.074u,427.951n,23.662u,2.305p,1.57164163639e-10,10265509.7614,0.000223180707309
16.506u,376.818n,24.060u,222.201n,5.479u,301.494n,203.247u,357.195n,124.434u,279.956n,19.909u,0.536p,1.20652656663e-10,37143656.7164,0.000188599359076
10.156u,382.980n,26.391u,292.287n,11.599u,471.255n,56.392u,486.863n,103.349u,454.893n,19.339u,1.762p,9.1537292795e-11,10975595.9137,9.80960086635e-05
21.036u,220.044n,7.875u,302.996n,14.462u,188.644n,299.003u,223.252n,15.457u,301.296n,12.276u,1.696p,8.115325864e-11,7238207.54717,6.91735260964e-05
22.351u,504.260n,16.426u,219.314n,7.863u,245.603n,45.565u,224.883n,54.297u,345.940n,24.200u,1.383p,4.5834641488e-11,17498192.3355,0.000160637761584
17.145u,374.018n,6.136u,180.681n,2.387u,367.156n,71.546u,377.377n,15.440u,310.325n,21.488u,1.276p,4.018883144e-11,16840125.3918,0.000217075367431
17.603u,305.692n,17.568u,200.114n,14.275u,302.607n,213.534u,276.246n,95.298u,445.494n,26.824u,2.238p,1.14659014529e-10,11985701.5192,0.000358329476679
11.085u,323.277n,20.941u,327.715n,10.497u,344.752n,255.997u,415.100n,78.678u,411.776n,22.815u,1.601p,1.52727133932e-10,14250468.4572,0.000335596532257
16.016u,361.554n,23.365u,248.071n,18.262u,261.134n,147.832u,362.871n,32.646u,236.877n,15.593u,1.078p,7.7732689101e-11,14464749.5362,0.000127690699059
12.339u,378.407n,18.752u,346.346n,16.007u,282.612n,261.912u,518.085n,14.966u,487.756n,12.843u,0.988p,1.58680049265e-10,12998987.8543,6.72754578964e-05
7.213u,291.724n,27.609u,242.009n,8.105u,487.733n,190.271u,256.919n,136.644u,439.143n,18.034u,2.473p,1.21629398799e-10,7292357.46057,0.000201642779265
13.135u,407.420n,26.985u,213.323n,14.056u,344.811n,147.765u,227.427n,99.155u,226.631n,16.499u,1.963p,7.2031993731e-11,8404992.35863,0.000153115575144
23.296u,312.216n,13.231u,366.982n,10.417u,473.083n,249.720u,441.598n,91.859u,341.558n,18.237u,1.270p,None,None,None
15.208u,221.626n,25.555u,289.004n,12.894u,408.723n,356.418u,483.606n,51.187u,318.225n,23.422u,2.922p,2.04680926173e-10,8015742.64203,0.000294405769437
11.386u,512.452n,6.225u,293.397n,22.724u,251.535n,314.666u,448.650n,55.171u,430.193n,29.084u,1.430p,1.7828613504e-10,20338461.5385,0.000237443372833
3.130u,191.222n,12.144u,356.666n,23.442u,323.972n,195.276u,299.433n,21.168u,338.908n,17.537u,1.963p,7.817051144e-11,8933774.83444,0.000110557455838
4.503u,268.457n,13.350u,462.123n,4.783u,481.540n,51.351u,509.045n,78.129u,193.421n,22.945u,1.843p,None,None,None
16.660u,208.246n,14.059u,272.881n,12.855u,346.899n,69.608u,273.444n,18.554u,429.995n,16.231u,1.214p,3.8777216166e-11,13369851.7298,0.000119326400118
6.083u,309.618n,8.658u,241.836n,2.176u,474.612n,346.663u,339.104n,68.887u,488.706n,23.846u,2.926p,1.56230278268e-10,8149692.41285,0.000922993916492
22.324u,303.387n,16.359u,483.535n,14.753u,378.037n,145.994u,192.612n,143.981u,306.358n,10.155u,0.829p,9.249006784e-11,12249698.4318,0.000254632730648
17.005u,332.298n,15.410u,487.112n,16.712u,245.050n,324.928u,227.564n,68.744u,334.476n,10.372u,1.040p,1.14187532546e-10,9973076.92308,0.000138657538011
23.105u,364.285n,21.620u,310.044n,11.873u,428.036n,348.327u,329.971n,59.773u,272.174n,24.141u,0.455p,1.51408492652e-10,53057142.8571,0.000485707333365
10.650u,466.989n,15.490u,333.509n,9.334u,253.809n,128.524u,400.598n,90.293u,339.262n,29.909u,1.663p,9.4627981584e-11,17984966.9272,0.000359606342017
2.248u,424.009n,8.569u,236.076n,9.150u,226.519n,113.127u,318.106n,88.314u,456.185n,15.420u,1.238p,8.1322655878e-11,12455573.5057,0.00025217365372
9.834u,502.087n,14.445u,285.119n,4.264u,425.535n,181.279u,400.596n,23.657u,326.583n,29.542u,1.689p,9.1216165068e-11,17490822.9722,0.00043929625813
18.303u,293.127n,9.921u,516.599n,22.085u,515.364n,63.462u,503.193n,53.867u,510.447n,25.600u,1.810p,8.1301978815e-11,14143646.4088,0.000271932502596
17.258u,416.056n,17.365u,442.282n,7.038u,394.030n,95.591u,516.294n,81.685u,434.388n,10.335u,0.579p,1.02469748052e-10,17849740.9326,8.73097529151e-05
4.408u,462.973n,20.113u,395.673n,19.833u,321.321n,103.428u,288.046n,95.597u,392.976n,17.302u,1.449p,8.3731063786e-11,11940648.7233,0.000212931857846
5.721u,393.048n,14.817u,272.724n,14.828u,397.822n,324.111u,333.410n,86.711u,197.673n,15.199u,1.895p,1.37390755745e-10,8020580.47493,0.000379533051188
10.405u,321.509n,13.493u,496.107n,19.440u,226.983n,38.923u,419.867n,30.474u,194.822n,20.883u,2.438p,3.6731311285e-11,8565627.56358,0.000154109948536
12.722u,459.051n,12.992u,351.551n,18.754u,300.812n,78.867u,401.431n,65.296u,228.427n,15.213u,1.162p,6.2623853731e-11,13092082.6162,0.000144203998676
20.063u,260.951n,17.560u,343.115n,23.625u,450.911n,207.886u,201.842n,122.293u,203.480n,17.450u,2.086p,None,None,None
3.343u,212.586n,21.433u,487.742n,18.987u,400.176n,239.477u,432.154n,43.928u,348.646n,29.042u,0.556p,1.37568855942e-10,52233812.9496,0.00035752613392
21.781u,302.925n,24.871u,279.520n,4.815u,327.835n,229.887u,195.594n,138.149u,491.833n,29.635u,2.056p,1.28039231865e-10,14413910.5058,0.000542032903684
15.188u,374.199n,17.779u,383.658n,19.505u,424.184n,237.360u,186.715n,47.590u,185.520n,28.422u,2.176p,7.3925668114e-11,13061580.8824,0.000624099839816
3.579u,355.361n,5.384u,457.489n,2.346u,210.267n,280.582u,357.226n,108.748u,196.081n,17.377u,2.582p,1.25782846297e-10,6730054.22153,0.00151107987305
8.311u,366.163n,5.828u,456.172n,2.287u,368.965n,67.817u,334.350n,128.192u,295.640n,15.966u,1.056p,6.7118870894e-11,15119318.1818,0.000354704466129
8.660u,496.179n,6.577u,498.323n,18.681u,289.004n,335.275u,250.262n,125.769u,309.421n,25.598u,0.711p,1.35795426034e-10,36002812.9395,0.000620754545151
9.429u,509.620n,21.464u,512.621n,16.055u,353.665n,147.880u,276.530n,25.303u,426.370n,16.306u,1.268p,7.3167892209e-11,12859621.4511,0.000127244450277
23.141u,472.403n,17.908u,422.768n,23.271u,327.916n,338.645u,402.218n,91.938u,182.171n,13.159u,1.227p,1.79091292411e-10,10724531.3773,0.000312316334581
3.012u,278.820n,19.017u,375.904n,5.759u,206.879n,125.056u,417.950n,96.822u,339.528n,23.963u,1.326p,9.4320723585e-11,18071644.0422,0.000265872762664
19.370u,343.375n,8.886u,467.268n,3.085u,491.869n,41.083u,402.874n,121.014u,499.629n,29.254u,0.737p,8.9334109411e-11,39693351.4247,0.000293236136001
23.807u,233.566n,10.845u,497.537n,7.936u,266.092n,201.451u,431.156n,140.924u,397.817n,23.649u,1.741p,1.55986770903e-10,13583572.6594,0.000608022407551
5.711u,261.819n,23.830u,497.421n,19.969u,246.090n,345.008u,356.759n,99.599u,517.720n,14.313u,0.988p,1.92912065301e-10,14486842.1053,0.00016111432457
17.090u,435.836n,19.667u,288.648n,5.038u,289.431n,88.304u,322.240n,25.216u,477.026n,23.280u,1.005p,5.506719941e-11,23164179.1045,0.000192210907675
10.690u,394.211n,15.008u,478.565n,10.908u,248.722n,140.275u,240.747n,29.879u,476.996n,19.160u,1.276p,6.2132427595e-11,15015673.9812,0.000157541557083
14.169u,186.761n,21.329u,293.342n,7.615u,244.568n,247.935u,435.588n,77.925u,459.517n,16.021u,1.369p,1.54570666452e-10,11702702.7027,0.000184474115233
16.888u,395.046n,8.430u,310.319n,22.953u,273.765n,294.609u,498.455n,133.144u,379.933n,22.352u,2.466p,2.1300638251e-10,9064071.37064,0.000385718097306
2.681u,408.267n,3.704u,265.978n,22.366u,323.419n,203.040u,210.213n,80.848u,381.572n,21.778u,1.306p,8.2844316269e-11,16675344.5636,0.000295924334625
19.018u,514.195n,14.754u,301.906n,10.090u,492.453n,200.069u,478.963n,92.358u,222.406n,13.171u,0.843p,None,None,None
18.232u,381.458n,24.752u,439.971n,22.680u,505.039n,337.761u,188.090n,42.139u,456.815n,16.749u,2.614p,1.12078382743e-10,6407421.57613,0.000172041061924
9.494u,230.580n,26.197u,421.228n,6.185u,183.462n,291.566u,256.908n,71.499u,455.389n,28.317u,2.553p,1.21824244945e-10,11091656.8743,0.000536848869247
3.523u,395.185n,16.304u,223.293n,5.804u,247.043n,48.436u,452.626n,129.969u,400.407n,29.032u,2.606p,8.0430533718e-11,11140445.1266,0.000161318435784
11.132u,500.388n,13.430u,430.038n,6.694u,340.008n,251.984u,334.789n,46.071u,405.524n,15.934u,2.724p,1.16666110688e-10,5849486.04993,0.000360541439385
3.413u,429.292n,12.466u,325.284n,16.983u,357.200n,177.847u,249.159n,128.909u,231.236n,18.287u,1.442p,8.5707073737e-11,12681692.0943,0.000497068060333
5.904u,288.329n,20.993u,195.477n,17.444u,218.968n,139.864u,235.704n,74.966u,250.640n,26.632u,2.453p,6.1381603365e-11,10856909.9062,0.000272389767725
11.021u,513.156n,27.482u,373.357n,4.504u,183.503n,167.353u,404.231n,101.682u,331.386n,17.422u,1.980p,1.18087848657e-10,8798989.89899,0.000177200793912
12.562u,234.866n,17.105u,194.157n,22.145u,487.589n,56.394u,437.515n,40.745u,451.227n,25.522u,2.350p,6.0127565607e-11,10860425.5319,0.000131998112361
21.898u,204.087n,4.230u,312.529n,12.669u,317.498n,61.812u,412.755n,45.213u,186.169n,19.877u,2.081p,4.3743948015e-11,9551657.8568,0.00029081929714
23.764u,273.166n,25.336u,187.916n,22.091u,186.355n,139.048u,470.394n,61.181u,298.974n,22.121u,2.145p,9.9068198111e-11,10312820.5128,0.000126621498932
13.452u,184.282n,20.291u,459.969n,18.684u,324.372n,241.372u,364.352n,90.635u,249.005n,11.282u,2.850p,1.2838569801e-10,3958596.49123,0.000207638895456
14.043u,391.402n,24.136u,384.645n,22.416u,362.772n,144.009u,508.077n,108.051u,204.535n,16.279u,1.741p,1.18180019136e-10,9350373.34865,0.000138111673406
11.840u,493.234n,18.830u,381.625n,7.245u,360.220n,97.067u,398.995n,48.581u,393.904n,12.225u,0.544p,7.3501181099e-11,22472426.4706,0.00011113873827
15.028u,372.493n,18.571u,259.972n,9.146u,363.131n,144.784u,222.242n,45.880u,519.760n,18.128u,2.844p,6.977063547e-11,6374120.9564,0.000246359690475
23.106u,428.725n,23.301u,202.467n,7.914u,243.977n,316.367u,518.373n,22.380u,436.035n,25.075u,2.790p,1.90309211586e-10,8987455.19713,0.000219795169987
6.524u,311.694n,18.590u,416.432n,10.666u,410.241n,241.032u,332.398n,34.494u,203.753n,26.253u,1.848p,1.0129740376e-10,14206168.8312,0.000606261109981
5.905u,430.549n,7.004u,196.930n,5.780u,474.202n,209.063u,191.375n,132.162u,320.039n,19.379u,2.202p,8.8969003068e-11,8800635.78565,0.000803016712527
5.282u,428.451n,6.613u,279.202n,7.194u,357.024n,128.648u,219.150n,100.018u,509.827n,22.626u,2.029p,8.586295775e-11,11151306.0621,0.000767045271273
18.751u,471.162n,13.682u,460.824n,9.330u,479.032n,147.059u,247.606n,117.292u,470.287n,25.315u,1.656p,1.11182714748e-10,15286835.7488,0.000674593866614
23.016u,230.670n,15.070u,217.578n,23.103u,243.841n,198.633u,413.136n,73.005u,354.742n,21.774u,2.347p,1.22181842601e-10,9277375.37282,0.00021940454235
6.783u,218.346n,7.589u,216.375n,6.718u,299.941n,224.858u,236.809n,148.988u,413.662n,11.933u,0.961p,1.20017186609e-10,12417273.6733,0.000395215141745
23.832u,322.717n,5.443u,198.600n,14.616u,285.070n,177.502u,238.707n,143.819u,422.751n,28.085u,0.602p,1.16109150447e-10,46652823.9203,0.000714207612109
12.204u,242.161n,5.478u,210.831n,3.190u,490.879n,285.805u,189.428n,48.376u,203.219n,10.717u,0.993p,6.9646560956e-11,10792547.8348,0.000675379678408
3.964u,273.605n,11.406u,207.700n,20.389u,376.594n,42.033u,374.463n,132.733u,514.811n,28.735u,2.894p,9.5204183228e-11,9929163.78715,0.000175383610081
14.681u,431.679n,13.278u,252.287n,13.015u,257.701n,191.293u,391.886n,136.120u,232.445n,26.724u,2.234p,1.19646786698e-10,11962399.2838,0.000384660121285
10.390u,443.674n,9.158u,447.193n,22.422u,488.203n,103.995u,338.114n,127.656u,414.908n,18.381u,0.709p,1.07779315098e-10,25925246.8265,0.000388417075238
11.849u,486.794n,8.925u,324.839n,13.570u,332.872n,60.444u,447.882n,136.613u,456.274n,21.842u,1.384p,1.02589022791e-10,15781791.9075,0.000204222038106
8.244u,192.323n,15.253u,424.231n,16.464u,357.455n,126.505u,481.546n,104.906u,201.040n,24.334u,2.787p,None,None,None
3.279u,275.269n,3.666u,287.376n,21.784u,286.686n,251.528u,519.394n,85.879u,306.962n,13.845u,2.834p,1.65205018921e-10,4885321.10092,0.000215777580484
8.527u,519.035n,8.022u,305.281n,17.619u,252.970n,328.514u,444.057n,108.677u,390.076n,11.973u,1.672p,1.99603084807e-10,7160885.16746,0.000199130210139
15.135u,413.034n,10.179u,274.551n,3.912u,517.192n,50.065u,372.648n,60.848u,401.385n,26.793u,0.523p,5.4149275923e-11,51229445.5067,0.000217351851983
4.450u,472.089n,18.969u,465.299n,18.627u,434.710n,237.256u,321.089n,40.273u,299.523n,14.856u,2.314p,1.07267377514e-10,6420051.85825,0.000205626419657
21.528u,518.443n,13.751u,377.845n,9.578u,372.324n,330.193u,490.893n,86.911u,509.993n,13.991u,0.730p,2.26336340743e-10,19165753.4247,0.000319120470047
10.569u,430.421n,15.233u,471.551n,11.306u,433.203n,341.473u,413.203n,17.748u,400.427n,25.810u,1.924p,1.64834495465e-10,13414760.9148,0.00023793698448
4.724u,346.035n,14.465u,467.839n,17.226u,506.443n,35.429u,206.042n,141.063u,353.596n,22.939u,0.808p,7.4305122159e-11,28389851.4851,0.000240364832468
9.301u,498.840n,22.290u,457.440n,2.455u,459.444n,124.796u,298.160n,110.493u,337.246n,29.160u,1.554p,None,None,None
10.434u,301.794n,18.853u,211.855n,5.647u,250.103n,57.692u,491.129n,111.591u,502.836n,27.747u,1.427p,9.3001538896e-11,19444288.7176,0.00014426336906
11.831u,278.689n,15.446u,247.789n,8.223u,372.955n,353.879u,392.770n,144.665u,518.718n,27.786u,0.887p,None,None,None
13.082u,300.377n,5.812u,376.481n,5.477u,452.307n,213.495u,469.014n,70.515u,278.810n,10.634u,1.457p,1.28387356005e-10,7298558.68222,0.000363983472648
15.068u,242.347n,4.642u,430.410n,7.515u,249.479n,84.842u,515.324n,138.856u,459.778n,20.179u,1.452p,1.15088535277e-10,13897382.9201,0.000402400477173
14.953u,205.066n,13.539u,416.167n,19.879u,230.120n,179.925u,296.592n,146.886u,417.894n,29.145u,2.491p,1.28022486075e-10,11700120.4336,0.000492869692409
10.230u,190.165n,21.295u,466.048n,4.299u,233.929n,206.675u,450.251n,136.743u,222.612n,26.617u,2.593p,1.36371799022e-10,10264944.0802,0.000397844152452
16.416u,228.121n,23.001u,337.501n,14.840u,382.035n,347.755u,283.544n,20.376u,360.371n,12.007u,2.871p,1.23123857453e-10,4182166.49251,9.9409027991e-05
3.293u,264.429n,15.296u,446.344n,11.329u,189.684n,60.153u,443.614n,107.245u,436.882n,10.340u,1.997p,8.3385095589e-11,5177766.64997,8.36327186691e-05
16.469u,491.065n,3.514u,493.628n,18.012u,194.575n,185.108u,292.690n,26.513u,506.490n,16.389u,1.577p,8.0934473067e-11,10392517.4382,8.68474233161e-05
6.559u,423.631n,15.221u,294.654n,13.447u,443.597n,318.448u,372.951n,147.616u,501.496n,16.156u,2.456p,None,None,None
13.207u,424.612n,9.677u,334.128n,20.171u,233.147n,70.519u,344.070n,28.958u,517.323n,14.342u,1.361p,5.2788127241e-11,10537839.8237,7.9797152192e-05
13.296u,240.023n,14.902u,336.830n,17.805u,422.878n,244.304u,252.314n,86.347u,390.278n,14.041u,2.210p,1.1108078318e-10,6353393.66516,0.000292376347747
18.984u,190.706n,3.746u,333.691n,6.168u,409.332n,183.791u,312.198n,66.088u,290.267n,10.707u,1.480p,8.395747708e-11,7234459.45946,0.000517579780827
17.119u,505.366n,3.399u,311.779n,15.761u,369.304n,74.220u,300.466n,40.437u,257.966n,21.606u,1.385p,4.8263655381e-11,15600000.0,0.000338042695839
3.594u,358.243n,18.457u,439.934n,9.623u,513.571n,232.792u,359.210n,14.397u,269.350n,23.702u,1.726p,1.01848527183e-10,13732329.0846,0.000309769304968
7.778u,275.755n,15.420u,475.149n,8.525u,436.167n,195.417u,495.655n,63.485u,266.632n,15.703u,2.510p,1.269764893e-10,6256175.2988,0.000272771557789
3.715u,488.267n,10.015u,478.693n,3.307u,233.295n,295.258u,252.422n,92.901u,296.570n,11.673u,2.782p,1.09460793311e-10,4195902.22861,0.000838302184123
4.281u,471.042n,22.330u,277.438n,3.929u,462.648n,279.466u,239.587n,124.524u,457.665n,25.934u,2.096p,1.33976162336e-10,12373091.6031,0.000584536446421
12.819u,305.902n,11.052u,348.685n,8.004u,431.762n,131.409u,482.323n,87.528u,425.528n,12.108u,1.963p,1.11858045297e-10,6168110.03566,0.000153313511757
3.243u,414.696n,21.890u,396.764n,9.671u,324.950n,144.623u,189.805n,91.462u,321.392n,19.964u,0.675p,7.0017938157e-11,29576296.2963,0.000424009918226
10.390u,305.134n,17.087u,200.913n,3.862u,519.789n,213.489u,258.834n,79.405u,245.839n,11.343u,0.786p,8.338982543e-11,14431297.7099,0.000160216539319
23.445u,253.121n,5.022u,209.026n,15.454u,396.449n,178.829u,507.256n,139.761u,472.068n,23.954u,1.395p,1.69799652235e-10,17171326.1649,0.000452561488755
3.613u,468.419n,17.964u,331.969n,16.498u,238.569n,129.801u,432.039n,60.190u,312.820n,17.175u,2.444p,8.6499530364e-11,7027414.07529,0.000180476327701
3.872u,309.125n,19.849u,402.979n,21.523u,485.610n,190.201u,414.795n,41.543u,292.766n,18.078u,2.395p,1.10704247934e-10,7548225.46973,0.000253367346077
8.288u,312.052n,27.852u,312.633n,6.296u,503.458n,270.320u,225.189n,36.644u,222.878n,17.389u,0.651p,8.3503744772e-11,26711213.5177,0.000333748065953
15.340u,356.856n,21.755u,334.658n,3.783u,249.586n,136.308u,376.503n,104.173u,224.817n,13.026u,1.736p,8.8439071933e-11,7503456.2212,0.000124039716133
3.883u,420.255n,6.911u,210.240n,10.672u,375.033n,291.548u,272.631n,41.754u,203.093n,14.693u,2.185p,None,None,None
16.829u,420.253n,24.857u,496.641n,19.196u,430.734n,350.780u,489.002n,17.612u,490.062n,15.006u,1.864p,2.07848906442e-10,8050429.18455,9.22066918459e-05
18.743u,356.870n,15.097u,334.297n,5.026u,497.856n,122.561u,300.030n,63.242u,251.654n,25.646u,2.289p,6.6924999573e-11,11204019.2224,0.000357383940157
10.335u,468.309n,25.471u,192.830n,22.443u,225.203n,243.974u,259.750n,99.340u,506.407n,16.459u,2.521p,1.28484495254e-10,6528758.42919,0.000163343995128
17.511u,228.554n,23.850u,417.133n,3.013u,193.011n,157.062u,484.475n,122.130u,505.665n,13.753u,2.293p,1.52381852187e-10,5997819.4505,0.000127393992941
8.319u,470.875n,17.162u,503.911n,6.937u,222.512n,111.432u,428.315n,18.757u,507.769n,21.025u,0.972p,7.1361115664e-11,21630658.4362,0.000157053330201
4.890u,305.855n,26.031u,226.908n,11.440u,226.245n,254.546u,396.906n,135.254u,303.931n,21.352u,0.559p,1.52129234048e-10,38196779.9642,0.000220823389442
18.270u,371.477n,26.698u,515.076n,16.032u,297.018n,205.099u,444.962n,63.389u,203.851n,13.272u,1.426p,1.29483348691e-10,9307152.87518,0.000169895524711
17.015u,392.403n,13.312u,357.692n,12.950u,361.668n,242.015u,393.959n,32.522u,192.606n,10.531u,2.386p,1.17729853266e-10,4413663.03437,0.000196431234233
5.362u,516.886n,20.142u,306.011n,18.717u,219.143n,334.734u,204.840n,58.732u,184.052n,19.985u,2.199p,9.2413570449e-11,9088221.91905,0.000315409261968
14.364u,446.619n,19.893u,212.725n,21.219u,485.786n,153.349u,360.879n,109.537u,246.416n,11.217u,2.540p,1.03286970038e-10,4416141.73228,9.39384168437e-05
16.344u,495.221n,16.476u,405.819n,15.593u,400.168n,224.485u,338.415n,131.390u,269.993n,25.578u,0.498p,1.32463457037e-10,51361445.7831,0.000579676566626
2.391u,328.894n,14.340u,353.197n,21.292u,383.824n,76.478u,195.312n,69.013u,362.941n,14.199u,1.848p,5.4008329511e-11,7683441.55844,0.000209011750516
16.199u,466.756n,21.261u,387.601n,14.109u,382.826n,279.002u,393.464n,135.009u,430.367n,16.042u,1.768p,1.8908371857e-10,9073529.41176,0.000287328642669
7.173u,232.827n,5.839u,330.158n,2.118u,382.579n,280.498u,364.087n,53.879u,323.805n,14.815u,1.692p,1.23980127876e-10,8755910.16548,0.000778770164638
6.913u,461.595n,10.490u,235.175n,23.156u,305.550n,143.063u,373.198n,29.975u,410.965n,27.551u,1.037p,7.8442809134e-11,26567984.5709,0.000183674710871
16.222u,302.150n,27.678u,276.318n,20.982u,510.552n,120.491u,466.441n,47.791u,216.423n,23.468u,0.643p,8.9806823092e-11,36497667.1851,0.000150069625525
19.133u,285.355n,24.189u,371.675n,4.140u,230.150n,354.036u,225.437n,126.513u,440.991n,16.279u,2.485p,1.51006872905e-10,6550905.4326,0.000466472446917
22.225u,493.927n,27.021u,227.969n,18.074u,380.817n,336.141u,463.169n,42.431u,365.173n,18.375u,2.885p,1.95205110774e-10,6369150.7799,0.000187998012044
17.255u,472.202n,13.789u,350.442n,16.849u,469.145n,284.461u,249.591n,80.237u,236.928n,12.887u,1.594p,1.1089401174e-10,8084692.59724,0.00042234608754
15.495u,266.418n,3.415u,220.539n,11.825u,459.393n,274.924u,344.836n,134.219u,194.864n,10.980u,1.883p,1.312717535e-10,5831120.55231,0.000607720250209
16.413u,455.457n,18.682u,376.266n,13.750u,512.699n,153.188u,474.387n,139.635u,281.499n,14.288u,2.542p,1.33531937024e-10,5620771.04642,0.000152338945985
10.560u,507.086n,12.925u,488.511n,21.438u,402.011n,34.881u,469.682n,91.747u,420.587n,21.039u,1.338p,7.5257717984e-11,15724215.2466,0.000144256448516
13.958u,373.277n,12.729u,279.920n,21.537u,296.852n,33.242u,406.144n,122.158u,235.354n,26.505u,1.921p,5.741801635e-11,13797501.3014,0.000147888253524
5.594u,196.126n,24.857u,303.447n,9.909u,448.198n,238.386u,328.854n,108.417u,360.058n,10.122u,1.367p,1.30511702735e-10,7404535.47915,0.000132618505333
3.903u,474.685n,22.859u,501.251n,8.687u,336.995n,246.830u,198.085n,37.509u,265.848n,26.846u,1.951p,7.5103280911e-11,13760123.0138,0.000582152042252
13.536u,233.372n,23.013u,484.169n,15.684u,454.188n,191.658u,256.110n,109.801u,383.851n,18.155u,0.596p,1.12657343212e-10,30461409.396,0.000369519335472
20.704u,262.318n,27.564u,386.009n,12.063u,376.099n,134.110u,205.762n,21.884u,469.955n,25.244u,1.762p,5.8487103225e-11,14326901.2486,0.000211332678684
23.510u,300.327n,9.863u,471.915n,9.596u,399.118n,258.282u,452.033n,142.101u,338.121n,25.010u,2.333p,1.8034444127e-10,10720102.8718,0.000823250323406
8.477u,502.723n,20.434u,494.077n,8.379u,423.156n,127.217u,187.518n,66.061u,224.570n,13.909u,2.436p,5.6593972589e-11,5709770.11494,0.000317997424946
3.033u,290.687n,20.232u,234.913n,6.273u,216.080n,331.920u,409.551n,43.093u,298.951n,22.357u,0.858p,1.5581074669e-10,26057109.5571,0.000346243904286
